example_idx,original_text,target_text,final_text,success,success_iteration,final_loss,max_perturbation,mean_perturbation,stage,audio_file,audio_name,stage1_distortion,final_stage
20,SERVADAC TOOK IT FOR GRANTED THAT THE DOBRYNA WAS ENDEAVORING TO PUT IN,ALEXANDER UNCLENCHED THE TWO HANDS AT HIS SIDES,"Perfect natural agent, entrant and blurry, and brings us over to the table next to the surface.",False,1000,4.995604991912842,0.15000000596046448,0.14922037720680237,stage1,LibriSpeech/test-clean/5105/28240/5105-28240-0007.flac,5105-28240-0007,0.15,stage1
21,EXCLAIMED BILL HARMON TO HIS WIFE AS THEY WENT THROUGH THE LIGHTED HALL,FOR A LONG TIME NEITHER HILDA NOR BARTLEY SPOKE,"The wind is setting off at the surface of the ice, and the wind is moving at the same time.",False,1000,6.818126201629639,0.15000000596046448,0.1493009328842163,stage1,LibriSpeech/test-clean/4992/41806/4992-41806-0009.flac,4992-41806-0009,0.15,stage1
22,MY LORD MISS MILNER'S TASTE IS NOT A DEPRAVED ONE IT IS BUT TOO REFINED,I TELL HIM TO GIVE ME SOME COFFEE IF IT IS GOOD,There is a very small area where the water is flowing and the water is flowing.,False,1000,3.583411693572998,0.15000000596046448,0.1493208110332489,stage1,LibriSpeech/test-clean/4992/23283/4992-23283-0013.flac,4992-23283-0013,0.15,stage1
23,WHY SHOULD I RUST AND BE STUPID AND SIT IN INACTION BECAUSE I AM A GIRL,AND GOD THE FATHER WHO RAISED HIM FROM THE DEAD,Go to the right of graduate to be a teacher at the University of Vancouver. Go to the right of graduate to be a teacher at the University of Vancouver. Go to the right of graduate to be a teacher at the University of Vancouver. Go to the right of graduate to be a teacher at the University of Vancouver. Go to the right of graduate to be a teacher at the University of Vancouver. Go to the right of graduate to be a teacher at the University of Vancouver. Go to the right of graduate to be a teacher at the University of Vancouver. Go to the right of graduate to be a teacher at the University of Vancouver. Go to the right of graduate to be a teacher at the University of Vancouver. Go to the right of graduate to be a teacher at the University of Vancouver. Go to the right of graduate to be a teacher at the University of Vancouver. Go to the right of graduate to be a teacher at the University of Vancouver. Go to the right of graduate to be a teacher at the University of Vancouver. Go to the right of graduate to be a teacher at the University of Vancouver. Go to the right of graduate to be a teacher at the University of Vancouver. Go to the right of graduate to be a teacher at the University of Vancouver. Go to the right of graduate to be a teacher at the University of Vancouver. Go to the right of graduate to be a teacher at the University of Vancouver. Go to the right of graduate to be a teacher at the University of Vancouver. Go to the right of graduate to be a teacher at the University of Vancouver. Go to the right of graduate to be a teacher at the University of Vancouver. Go to the right of graduate to be a teacher at the University of Vancouver. Go to the right of graduate to be a teacher at the University of Vancouver. Go to the right of graduate to be a teacher at the University of Vancouver. Go to the right of graduate to be a teacher at the University of Vancouver. Go to the right of graduate to be a teacher at the University of Vancouver. Go to the right of graduate to be a teacher at the University of Vancouver. Go to the right of graduate to be a teacher at the,False,1000,3.6403861045837402,0.15000000596046448,0.14944010972976685,stage1,LibriSpeech/test-clean/4970/29095/4970-29095-0034.flac,4970-29095-0034,0.15,stage1
24,IN THIS WORLD EVIDENTLY THE VESTIBULE OF ANOTHER THERE ARE NO FORTUNATE,FOR A PERSON TO POSSESS KNOWLEDGE IS NOT ENOUGH,"For the week, I'll be talking to you in the next video.",False,1000,5.319705963134766,0.15000000596046448,0.14923444390296936,stage1,LibriSpeech/test-clean/4507/16021/4507-16021-0051.flac,4507-16021-0051,0.15,stage1
25,OH WHAT A RECORD TO READ WHAT A PICTURE TO GAZE UPON HOW AWFUL THE FACT,OH WON'T SHE BE SAVAGE IF I'VE KEPT HER WAITING,I'm going to have you always ready to work on it. I'm going to keep it a little bit. It'll be better if you just have it out of school. I'll have you soon.,False,1000,4.217350482940674,0.15000000596046448,0.1492309272289276,stage1,LibriSpeech/test-clean/4077/13751/4077-13751-0017.flac,4077-13751-0017,0.15,stage1
26,I THOUGHT IT THEREFORE MY DUTY WHEN I LEFT SCHOOL TO BECOME A GOVERNESS,NOTHING NEW WEATHER UNCHANGED THE WIND FRESHENS,The Sarnas base is named after the Bonaire Electricity Laws in the Dome of Rans Netherlands.,False,1000,5.764933109283447,0.15000000596046448,0.14949750900268555,stage1,LibriSpeech/test-clean/3575/170457/3575-170457-0021.flac,3575-170457-0021,0.15,stage1
27,BUT I WOULD NOT SPEAK AT THE TIME BECAUSE I WANTED TO REFRESH MY MEMORY,I DON'T KNOW ALL OF THEM BUT I KNOW LINDENS ARE,"I don't know why, but I'm glad that this isn't very good at the total pleasant back to the moon.",False,1000,4.990472316741943,0.15000000596046448,0.1493699550628662,stage1,LibriSpeech/test-clean/2961/961/2961-961-0021.flac,2961-961-0021,0.15,stage1
28,THE MOST FAMOUS OF THEM ALL WAS THE OVERTHROW OF THE ISLAND OF ATLANTIS,THE HOPE AND DREAM OF HARVEST WAS UPON THE LAND,The war is over and the victory is over. The war is over and the victory is over.,False,1000,6.152419567108154,0.15000000596046448,0.14953206479549408,stage1,LibriSpeech/test-clean/2961/961/2961-961-0018.flac,2961-961-0018,0.15,stage1
29,THAT WON'T LAST IT WILL GO AWAY AND THINGS WILL BE JUST AS THEY USED TO,HE IMPRESSED ME AS BEING A PERFECTLY HONEST MAN,Five times five times the crisis has been blackened here at L.A. and the disease is being put up for sale.,False,1000,2.93648624420166,0.15000000596046448,0.14925938844680786,stage1,LibriSpeech/test-clean/237/134500/237-134500-0039.flac,237-134500-0039,0.15,stage1
30,THEY THINK YOU'RE PROUD BECAUSE YOU'VE BEEN AWAY TO SCHOOL OR SOMETHING,ONE COULD HARDLY HOPE FOR ANY UPON SO DRY A DAY,Or dance to your own problems and so can you spend the waste of your food here.,False,1000,5.021514415740967,0.15000000596046448,0.14943286776542664,stage1,LibriSpeech/test-clean/237/134493/237-134493-0014.flac,237-134493-0014,0.15,stage1
31,THAT'S NOT MUCH OF A JOB FOR AN ATHLETE HERE I'VE BEEN TO TOWN AND BACK,IN TRUTH SHE SEEMED ABSOLUTELY HIDDEN BEHIND IT,"That Jonathan must have been so absolutely disgusting. Dude, I think he's lying about it.",False,1000,3.8449666500091553,0.15000000596046448,0.1489829421043396,stage1,LibriSpeech/test-clean/237/134493/237-134493-0006.flac,237-134493-0006,0.15,stage1
32,I KNOW GASPED POLLY CONTROLLING HER SOBS I WON'T ONLY I CAN'T THANK YOU,PEARL WAS A BORN OUTCAST OF THE INFANTILE WORLD,"This year, I am a part of the Dissolving School. I know this is coming back to us, but it's a bit more.",False,1000,4.17563533782959,0.15000000596046448,0.1495106816291809,stage1,LibriSpeech/test-clean/237/126133/237-126133-0013.flac,237-126133-0013,0.15,stage1
33,THE PARIS PLANT LIKE THAT AT THE CRYSTAL PALACE WAS A TEMPORARY EXHIBIT,CRIED THE LADIES WHOSE DEPARTURE HAD BEEN FIXED,"So, a camera, a little bit of our gravity took for me, and it was just a really good glance.",False,1000,5.606823921203613,0.15000000596046448,0.14948616921901703,stage1,LibriSpeech/test-clean/2300/131720/2300-131720-0000.flac,2300-131720-0000,0.15,stage1
34,I THINK I SHOULD BE DOING YOU A SERVICE TO TURN YOU OUT OF SUCH A PLACE,WE'LL BE QUITE COMFORTABLE HERE I TOLD CONSEIL,The Ponga Laboratory is a biologist and a doctor in the hospital.,False,1000,5.763576984405518,0.15000000596046448,0.14913411438465118,stage1,LibriSpeech/test-clean/2094/142345/2094-142345-0056.flac,2094-142345-0056,0.15,stage1
35,HOLMES TURNED AWAY AND STOOPED SUDDENLY TO THE FLOOR HALLOA WHAT'S THIS,CONSEIL I CALLED A THIRD TIME CONSEIL APPEARED,"Hello, I'm a Jirikler.",False,1000,4.251784324645996,0.15000000596046448,0.1494491845369339,stage1,LibriSpeech/test-clean/1580/141083/1580-141083-0035.flac,1580-141083-0035,0.15,stage1
36,HORSE SENSE A DEGREE OF WISDOM THAT KEEPS ONE FROM BETTING ON THE RACES,MILLIMETER ROUGHLY ONE TWENTY FIFTH OF AN INCH,"Welcome to Placius, a new day to visit the next one, the Marshal of the Forestry and the Nature.",False,1000,5.431835174560547,0.15000000596046448,0.14946815371513367,stage1,LibriSpeech/test-clean/121/121726/121-121726-0007.flac,121-121726-0007,0.15,stage1
37,WHOSE FEET ARE AS THE FEET OF HARTS AND UNDERNEATH THE EVERLASTING ARMS,AND THE DEATH OF WHICH I DREAMT COULD NOT ALAS,"The Airborne is a route that the two ships have followed to decide to do the seven, which is how long that night has since the first.",False,1000,3.070199489593506,0.15000000596046448,0.14941589534282684,stage1,LibriSpeech/test-clean/1089/134691/1089-134691-0005.flac,1089-134691-0005,0.15,stage1
38,THE RECTOR PAUSED AND THEN SHAKING HIS CLASPED HANDS BEFORE HIM WENT ON,IN DESPAIR HE HURLED HIMSELF DOWNWARD TOO SOON,"I got the order, I was going to ask for the road you got to go, and I'm so sorry, I'm sorry, I'm sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm so sorry, I'm",False,1000,6.0007734298706055,0.15000000596046448,0.14957942068576813,stage1,LibriSpeech/test-clean/1089/134686/1089-134686-0034.flac,1089-134686-0034,0.15,stage1
39,BUT AT THIS POINT IN THE RAPIDS IT WAS IMPOSSIBLE FOR HIM TO STAY DOWN,CONCORD RETURNED TO ITS PLACE AMIDST THE TENTS,7.54 miles of Earth and Retrometer channel will be due to its rise.,False,1000,5.115949630737305,0.15000000596046448,0.149337038397789,stage1,LibriSpeech/test-clean/7176/88083/7176-88083-0017.flac,7176-88083-0017,0.15,stage1
40,THE GREAT HAWK FOLLOWED HURRIEDLY TO RETRIEVE HIS PREY FROM THE GROUND,WE WISH TO TALK WITH HIM ANSWERED KENNETH TALK,"To wait 40 hours further, you feed the kids by its own.",False,1000,6.3252129554748535,0.15000000596046448,0.1490871161222458,stage1,LibriSpeech/test-clean/7176/88083/7176-88083-0009.flac,7176-88083-0009,0.15,stage1
41,HE WAS SUCH A BIG BOY THAT HE WORE HIGH BOOTS AND CARRIED A JACK KNIFE,THEN GOOD BYE SAID THE RATS AND THEY WENT HOME,"The three are stuck as they were, and they are exactly the same as the river entrance and the toilet with the ass-knit co-puff.",False,1000,3.849271774291992,0.15000000596046448,0.14922626316547394,stage1,LibriSpeech/test-clean/7021/85628/7021-85628-0002.flac,7021-85628-0002,0.15,stage1
42,WILL YOU LEAVE ME ALONE IN MY OWN ROOM OR MUST I GO AWAY TO ESCAPE YOU,AND HE LEANED AGAINST THE WALL LOST IN REVERIE,and we will soon attend the tour of the FNA for the pink juice.,False,1000,5.445096015930176,0.15000000596046448,0.14945340156555176,stage1,LibriSpeech/test-clean/6829/68771/6829-68771-0035.flac,6829-68771-0035,0.15,stage1
43,HE SPOKE SIMPLY BUT PACED UP AND DOWN THE NARROW CELL IN FRONT OF THEM,I WON'T TREMBLE TO MORROW THOUGHT THE FIR TREE,"Nickford Trinkert, especially with the Diner to get in the first blend series.",False,1000,4.965038299560547,0.15000000596046448,0.14951904118061066,stage1,LibriSpeech/test-clean/6829/68769/6829-68769-0026.flac,6829-68769-0026,0.15,stage1
44,AS ANY IN ENGLAND I WOULD SAY SAID GAMEWELL PROUDLY THAT IS IN HIS DAY,BE NOT SO FOOLISH FRIEND SAID FITZOOTH CROSSLY,"Special, this game's not less than an aggressive life-threatening safe-moves into fall-war situations there.",False,1000,3.6843929290771484,0.15000000596046448,0.14935404062271118,stage1,LibriSpeech/test-clean/61/70970/61-70970-0011.flac,61-70970-0011,0.15,stage1
45,IT IS ENOUGH SAID GEORGE GAMEWELL SHARPLY AND HE TURNED UPON THE CROWD,BUT WHO IS THIS FELLOW PLUCKING AT YOUR SLEEVE,"Butch at 2, the remaining G-Roses and the Sura Buckeye, are the most powerful and the most powerful in the world.",False,1000,3.876967191696167,0.15000000596046448,0.1493571400642395,stage1,LibriSpeech/test-clean/61/70968/61-70968-0019.flac,61-70968-0019,0.15,stage1
46,BEFORE THEM FLED THE STROLLER AND HIS THREE SONS CAPLESS AND TERRIFIED,AND MINE IS WILL STUTELEY SHALL WE BE COMRADES,The Sun will take place on the whole of the rest of the city for the music and drop the record on the ice.,False,1000,6.687228202819824,0.15000000596046448,0.14941072463989258,stage1,LibriSpeech/test-clean/61/70968/61-70968-0013.flac,61-70968-0013,0.15,stage1
47,HE IS NOT WELL HE HAS COME OVER THE OCEAN FOR REST AND CHANGE OF SCENE,IN THE MEANTIME I HAD FORMED A NEW IDEA OF HER,"Second, fortunately, it's mostly of the U.K.D. Christmas Exhibition.",False,1000,5.701502323150635,0.15000000596046448,0.1496838480234146,stage1,LibriSpeech/test-clean/5142/36377/5142-36377-0010.flac,5142-36377-0010,0.15,stage1
48,IT WAS SO DARK THAT I COULD SEE NOTHING BUT A FEW SPARKS ON THE HEARTH,I HAD A HORRID DREAM ABOUT HIM LAST NIGHT THAT,Thank you so much for your time today.,False,1000,4.774852752685547,0.15000000596046448,0.14927127957344055,stage1,LibriSpeech/test-clean/5142/33396/5142-33396-0023.flac,5142-33396-0023,0.15,stage1
49,WHY IT'S IN MISSOURI SOMEWHERE ON THE FRONTIER I THINK WE'LL GET A MAP,WHEN I ADDRESSED HIM HE ANSWERED CONSTRAINEDLY,Why? What are you doing in the tunnel? You're messing with me right away. It's a cool disaster.,False,1000,4.884491443634033,0.15000000596046448,0.14946874976158142,stage1,LibriSpeech/test-clean/4970/29093/4970-29093-0020.flac,4970-29093-0020,0.15,stage1
50,HE FELT A TREMOR RUN THROUGH THE SLENDER YELLOW FIGURE IN FRONT OF HIM,ARE YOU CERTAIN THAT THIS IS THE MEDITERRANEAN,The record of the radio is on the left of the screen.,False,1000,4.868124485015869,0.15000000596046448,0.14918459951877594,stage1,LibriSpeech/test-clean/4446/2273/4446-2273-0034.flac,4446-2273-0034,0.15,stage1
51,I AM NOT DEPRECIATING IT WHEN I SAY THAT IN THESE TIMES IT IS NOT RARE,DOES THEE THINK THEE COULD STAND IT SIX MONTHS,I am not completely at the last day of the New York State School of Waterways.,False,1000,3.5831148624420166,0.15000000596046448,0.1493232101202011,stage1,LibriSpeech/test-clean/3575/170457/3575-170457-0010.flac,3575-170457-0010,0.15,stage1
52,THE LIVERY BECOMES OBNOXIOUS TO NEARLY ALL WHO ARE REQUIRED TO WEAR IT,HE PULLED UP A WINDOW AS IF THE AIR WERE HEAVY,The logo is linked to luck of female star-of-the-roading lights.,False,1000,4.733126163482666,0.15000000596046448,0.1492612063884735,stage1,LibriSpeech/test-clean/3570/5694/3570-5694-0022.flac,3570-5694-0022,0.15,stage1
53,TELL US SAID THE OTHER THE WHOLE STORY AND WHERE SOLON HEARD THE STORY,THOSE FELLOWS ARE ALL VERY LOYAL EVEN MAINHALL,"Squire the tree to the sea, and float the little arduous sky, and we'll really fly away from the sea.",False,1000,4.683441162109375,0.15000000596046448,0.14948827028274536,stage1,LibriSpeech/test-clean/2961/961/2961-961-0009.flac,2961-961-0009,0.15,stage1
54,I AM NOT COMPLAINING THAT THE RATE IS SLOW BUT THAT THE SEA IS SO WIDE,WE USED TO DISPUTE ABOUT POLITICS AND RELIGION,I have asked you to please raise the privilege of the air and welcome you to the State Trade Organization.,False,1000,4.438527584075928,0.15000000596046448,0.1494193971157074,stage1,LibriSpeech/test-clean/260/123286/260-123286-0005.flac,260-123286-0005,0.15,stage1
55,HOLMES HELD IT OUT ON HIS OPEN PALM IN THE GLARE OF THE ELECTRIC LIGHT,EMBRACE HIM AND FORGET ABOUT THE NATURE OF GOD,I can't get out of here. I'm not going to get out of here. Nice.,False,1000,5.450381755828857,0.15000000596046448,0.1494033932685852,stage1,LibriSpeech/test-clean/1580/141083/1580-141083-0036.flac,1580-141083-0036,0.15,stage1
56,I HAD TO READ IT OVER CAREFULLY AS THE TEXT MUST BE ABSOLUTELY CORRECT,THEY REMAIN DIVINE REGARDLESS OF MEN'S OPINION,The site has a full-dry reactor that will simulate the one-door chris and the explosion of the wind.,False,1000,4.268512725830078,0.15000000596046448,0.14933809638023376,stage1,LibriSpeech/test-clean/1580/141083/1580-141083-0004.flac,1580-141083-0004,0.15,stage1
57,UNCAS CAST HIS SKIN AND STEPPED FORTH IN HIS OWN BEAUTIFUL PROPORTIONS,I AM VERY TIRED OF SWIMMING ABOUT HERE O MOUSE,I think the red clouds are the only beautiful squalchers.,False,1000,5.02487325668335,0.15000000596046448,0.14919060468673706,stage1,LibriSpeech/test-clean/1320/122617/1320-122617-0041.flac,1320-122617-0041,0.15,stage1
58,HAY FEVER A HEART TROUBLE CAUSED BY FALLING IN LOVE WITH A GRASS WIDOW,TWO HOURS AFTERWARDS A TERRIBLE SHOCK AWOKE ME,"Yeah, dude. Much better than a horse's horse, so I should probably let him do one. So, look at that, look at the greek ones.",False,1000,4.25794792175293,0.15000000596046448,0.14958664774894714,stage1,LibriSpeech/test-clean/121/121726/121-121726-0003.flac,121-121726-0003,0.15,stage1
59,YOU SEE MY FRIEND IT'S AN ISSUE OF THE MONSTER THE NOTORIOUS NARWHALE,I WANT TO BE DOING SOMETHING ON MY OWN ACCOUNT,"I think you could ask that as it is, you'll be totally out of the way. You'll be in the Royal Nation's Royal Nation.",False,1000,3.7165255546569824,0.15000000596046448,0.1493781954050064,stage1,LibriSpeech/test-clean/8463/294828/8463-294828-0023.flac,8463-294828-0023,0.15,stage1
60,ANYHOW WE'LL LEAVE INSTRUCTIONS TO SHIP THE WHOLE MENAGERIE TO FRANCE,SURELY YOU ARE NOT THINKING OF GOING OFF THERE,The Sunrise will be available on the same earth not with the existing conditions.,False,1000,3.683041572570801,0.15000000596046448,0.14957021176815033,stage1,LibriSpeech/test-clean/8463/294828/8463-294828-0019.flac,8463-294828-0019,0.15,stage1
61,YOU WILL ALLOW ME TO SUGGEST SAID HE THAT THAT IS A MATTER OF OPINION,SAID MISTER IRWINE WITH HIS STATELY CORDIALITY,"At the cruel amitain of Yakkhmatov, the doctor left the marlin in Kepördor.",False,1000,6.248410224914551,0.15000000596046448,0.14925330877304077,stage1,LibriSpeech/test-clean/8455/210777/8455-210777-0052.flac,8455-210777-0052,0.15,stage1
62,DELLA HAD A YOUNG SISTER NAMED MARIA AND A COUSIN WHOSE NAME WAS JANE,PERHAPS SHE TOO MIGHT BE THERE WAITING WEEPING,"Jens, the Revealingist is free and easy to use. But I think it's all my best.",False,1000,6.145753383636475,0.15000000596046448,0.1496592015028,stage1,LibriSpeech/test-clean/7021/79740/7021-79740-0001.flac,7021-79740-0001,0.15,stage1
63,THIS THOUGHT HOWEVER DID NOT ENTER THE HEADS OF THE ENTHUSIASTIC PAIR,THE CRAMPNESS AND THE POVERTY ARE ALL INTENDED,"Leon's Olympic Tokyo Supervisory, Forty-Northy, or Trilum Fine Center.",False,1000,4.959117412567139,0.15000000596046448,0.14930102229118347,stage1,LibriSpeech/test-clean/6930/76324/6930-76324-0014.flac,6930-76324-0014,0.15,stage1
64,AND THEN THEY BECAME VEXED AND WOULD HAVE SNATCHED YOUR PURSE FROM US,I SAY I'VE BEEN WONDERING ABOUT THIS BUSINESS,I remember this is best season when wondering how to be a pantsie.,False,1000,4.189227104187012,0.15000000596046448,0.14945967495441437,stage1,LibriSpeech/test-clean/61/70968/61-70968-0016.flac,61-70968-0016,0.15,stage1
65,AND THEN YOU CAME BACK NOT CARING VERY MUCH BUT IT MADE NO DIFFERENCE,DO YOU THINK SO SHE REPLIED WITH INDIFFERENCE,"Fire six, sir. You're still in the car, sir. I'm going to take you to the camera. I'm going to have to send a message to the men to the car.",False,1000,6.705819129943848,0.15000000596046448,0.14948026835918427,stage1,LibriSpeech/test-clean/4446/2275/4446-2275-0042.flac,4446-2275-0042,0.15,stage1
66,YOU SEE LOVING SOME ONE AS I LOVE YOU MAKES THE WHOLE WORLD DIFFERENT,THE HOUSEKEEPER LED THE WAY AND BETH FOLLOWED,The Navy can stay in the heart of the South East Coast and can be able to get into touch.,False,1000,5.143465518951416,0.15000000596046448,0.14938537776470184,stage1,LibriSpeech/test-clean/4446/2275/4446-2275-0041.flac,4446-2275-0041,0.15,stage1
67,HILDA'S FACE QUIVERED BUT SHE WHISPERED YES I THINK IT MUST HAVE BEEN,OUT IN THE WOODS STOOD A NICE LITTLE FIR TREE,"The next day, we'll be back in a few minutes.",False,1000,5.348716735839844,0.15000000596046448,0.14934282004833221,stage1,LibriSpeech/test-clean/4446/2275/4446-2275-0021.flac,4446-2275-0021,0.15,stage1
68,ALREADY A NORTH AND A SOUTH WERE TALKED OF WHY NOT SET UP ALSO A WEST,TIS LATE AND I GO MYSELF WITHIN A SHORT SPACE,The car is ready to drive on the right side of the road.,False,1000,3.815819263458252,0.15000000596046448,0.1493629366159439,stage1,LibriSpeech/test-clean/4077/13754/4077-13754-0004.flac,4077-13754-0004,0.15,stage1
69,THEIR SUFFERINGS HAVE NEVER YET BEEN FITLY CHRONICLED BY HUMAN SCRIBE,ITS CURTAINS WERE OF THICK AND FADED TAPESTRY,"But it's not that easy, but it's not that easy.",False,1000,6.27219820022583,0.15000000596046448,0.14918877184391022,stage1,LibriSpeech/test-clean/4077/13751/4077-13751-0013.flac,4077-13751-0013,0.15,stage1
70,WHEN I WAS A YOUNG MAN I THOUGHT PAUL WAS MAKING TOO MUCH OF HIS CALL,BRACTON'S A VERY GOOD FELLOW I CAN ASSURE YOU,"Bravo, ideal wheel, in a small space, and it's even more accessible.",False,1000,6.031486988067627,0.15000000596046448,0.14936493337154388,stage1,LibriSpeech/test-clean/2830/3980/2830-3980-0017.flac,2830-3980-0017,0.15,stage1
71,SATURDAY AUGUST FIFTEENTH THE SEA UNBROKEN ALL ROUND NO LAND IN SIGHT,I'VE BEEN READY TO GO ANYWHERE FOR SIX MONTHS,The water is very cold.,False,1000,4.037813663482666,0.15000000596046448,0.14944371581077576,stage1,LibriSpeech/test-clean/260/123286/260-123286-0000.flac,260-123286-0000,0.15,stage1
72,ABOVE ALL THINGS I DESIRE TO SETTLE THE MATTER QUIETLY AND DISCREETLY,ALGEBRA MEDICINE BOTANY HAVE EACH THEIR SLANG,So call me at the third time in the apartment. Tell me if you're interested in security.,False,1000,5.635679721832275,0.15000000596046448,0.14950230717658997,stage1,LibriSpeech/test-clean/1580/141083/1580-141083-0013.flac,1580-141083-0013,0.15,stage1
73,THE DELAWARES ARE CHILDREN OF THE TORTOISE AND THEY OUTSTRIP THE DEER,THANK YOU BUT I DON'T LIKE IT SO WELL AS THIS,"I travel around the most beautiful, the mayor of the city of New York.",False,1000,6.126558780670166,0.15000000596046448,0.1493101418018341,stage1,LibriSpeech/test-clean/1320/122617/1320-122617-0022.flac,1320-122617-0022,0.15,stage1
74,TO THIS HIS ANSWER WAS PROMPT OH THANK GOD NO AND IS THE RECORD YOURS,BUT THE ESSENCE OF LUTHER'S LECTURES IS THERE,The Diggs Anthroposal of the Road to the Flames and the Heritage Pulasmas has been physically left to get to.,False,1000,3.989901542663574,0.15000000596046448,0.14942727982997894,stage1,LibriSpeech/test-clean/121/127105/121-127105-0007.flac,121-127105-0007,0.15,stage1
75,IF HE TO KEEP ONE OATH MUST LOSE ONE JOY BY HIS LIFE'S STAR FORETOLD,THEY SEEM TO BE WE ARE LOST BUT I AM NOT SURE,The series is a big one to host to the BVW Y. I'm one of the last to be in your support to me.,False,1000,3.6793365478515625,0.15000000596046448,0.1497194617986679,stage1,LibriSpeech/test-clean/908/31957/908-31957-0012.flac,908-31957-0012,0.15,stage1
76,COULD IT MEAN TO LAST A LOVE SET PENDULOUS BETWEEN SORROW AND SORROW,EACH OF US IS LASHED TO SOME PART OF THE RAFT,Pretty good for the Seattle City to see that best singer from the Farmer and Farmer.,False,1000,3.9231255054473877,0.15000000596046448,0.1494024246931076,stage1,LibriSpeech/test-clean/908/31957/908-31957-0007.flac,908-31957-0007,0.15,stage1
77,OVER THE TRACK LINED CITY STREET THE YOUNG MEN THE GRINNING MEN PASS,NOW YOU'LL STAY CRIED VAN SAY POLLY WON'T YOU,"The leader does not take the power of the U.S. and the BNC, so stay vigilant for the future.",False,1000,4.60366678237915,0.15000000596046448,0.14944259822368622,stage1,LibriSpeech/test-clean/8555/292519/8555-292519-0008.flac,8555-292519-0008,0.15,stage1
78,YOU HEAR WHAT SIR FERDINANDO BROWN HAS SAID REPLIED CAPTAIN BATTLEAX,HE COULD EXAMINE THE PAPERS IN HIS OWN OFFICE,"See you at Product Library 9 and HOD, to the right of the roller coaster, at the top of the city.",False,1000,4.869462490081787,0.15000000596046448,0.1492563933134079,stage1,LibriSpeech/test-clean/8455/210777/8455-210777-0042.flac,8455-210777-0042,0.15,stage1
79,THE DUCHESS OF SOUTHBRIDGE TO LORD REGGIE OH REGGIE WHAT DID YOU SAY,YES BUT THAT'S JUST THE BEAUTY OF HER PASSION,"It's a bit off-bed, it's too low-resistant. It holds us in a ocean-based grouphouse.",False,1000,4.515814304351807,0.15000000596046448,0.149409681558609,stage1,LibriSpeech/test-clean/7176/92135/7176-92135-0034.flac,7176-92135-0034,0.15,stage1
80,A STORY CRIED THE CHILDREN DRAWING A LITTLE FAT MAN TOWARDS THE TREE,A COLD LUCID INDIFFERENCE REIGNED IN HIS SOUL,A full call?,False,1000,4.244899749755859,0.15000000596046448,0.14950527250766754,stage1,LibriSpeech/test-clean/672/122797/672-122797-0034.flac,672-122797-0034,0.15,stage1
81,RIGHT WILLINGLY FOR BETWEEN US WE HAVE WON THE BATTLE ANSWERED ROBIN,MORNIN GIRLS HOPE YE FEEL AS WELL AS YE LOOK,The map will be completed in the next episode of the series.,False,1000,6.110079765319824,0.15000000596046448,0.1494537740945816,stage1,LibriSpeech/test-clean/61/70968/61-70968-0040.flac,61-70968-0040,0.15,stage1
82,TIS FINE FOR YOU TO TALK OLD MAN ANSWERED THE LEAN SULLEN APPRENTICE,YES BUT PERHAPS I FRIGHTENED HER IN WHAT WAY,"Such a wonderful journey to the world, and I hope that you will try to make it happen.",False,1000,5.594721794128418,0.15000000596046448,0.14956529438495636,stage1,LibriSpeech/test-clean/61/70968/61-70968-0022.flac,61-70968-0022,0.15,stage1
83,WHAT OF THE FARM OLAF NOT YET I ANSWERED VIKING IS BETTER FOR SUMMER,I AM GOING TO THE COURT BALL ANSWERED ANDERS,I'm going to have to go to the microwave.,False,1000,4.656044960021973,0.15000000596046448,0.14953695237636566,stage1,LibriSpeech/test-clean/5142/33396/5142-33396-0022.flac,5142-33396-0022,0.15,stage1
